obs,period,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,c_obs,c_unc
137,23,5.01,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,351.75800000000004,100
138,23,6.04,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,327.28200000000004,100
139,24,1.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,698.607,100
140,24,2.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,588.926,100
141,24,2.96,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,424.435,100
142,24,4.05,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,277.772,100
143,24,5.01,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,299.623,100
144,24,6.04,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,247.66100000000003,100
145,25,1.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,628.2099999999999,100
146,25,2.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,656.793,100
147,25,2.96,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,513.602,100
148,25,4.05,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,323.181,100
149,25,5.01,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,341.87899999999996,100
150,25,6.04,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,385.91200000000003,100
151,26,1.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,690.084,100
152,26,2.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,561.422,100
153,26,2.96,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,480.891,100
154,26,4.05,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,352.79699999999997,100
155,26,5.01,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,405.822,100
156,26,6.04,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,307.754,100
157,27,1.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,786.3639999999999,100
158,27,2.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,806.0169999999999,100
159,27,2.96,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,639.58,100
160,27,4.05,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,453.83,100
161,27,5.01,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,419.741,100
162,27,6.04,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,328.991,100
163,28,1.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,736.0840000000001,100
164,28,2.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,737.346,100
165,28,2.96,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,571.1970000000001,100
166,28,4.05,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,444.821,100
167,28,5.01,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,395.49899999999997,100
168,28,6.04,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,258.533,100
169,29,1.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,456.123,100
170,29,2.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,444.784,100
171,29,2.96,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,367.10099999999994,100
172,29,4.05,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,241.303,100
173,29,5.01,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,271.858,100
174,29,6.04,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,214.563,100
175,30,1.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,703.1030000000001,100
176,30,2.03,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,726.3420000000001,100
177,30,2.96,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,346.421,100
178,30,4.05,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,323.97700000000003,100
179,30,5.01,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,354.326,100
180,30,6.04,-16.9,-15.8,-8.6,0.6,8.6,14.3,16.8,15.4,10.4,4.9,-3.5,-12.8,834.0000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,271.912,100
241,31,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,754.4689999999999,100
242,31,1.98,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,751.9110000000001,100
243,31,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,724.9949999999999,100
244,31,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,675.721,100
245,31,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,554.9929999999999,100
246,31,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,526.814,100
247,32,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,920.3919999999999,100
248,32,1.98,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,927.9040000000001,100
249,32,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,952.945,100
250,32,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,911.168,100
251,32,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,885.745,100
252,32,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,820.396,100
253,33,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,900.435,100
254,33,1.98,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,939.166,100
255,33,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,953.874,100
256,33,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,865.663,100
257,33,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,773.774,100
258,33,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,657.8919999999999,100
259,34,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,853.642,100
260,34,1.98,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,825.376,100
261,34,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,844.9490000000001,100
262,34,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,735.104,100
263,34,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,685.841,100
264,34,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,577.666,100
265,35,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,787.785,100
266,35,1.98,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,762.154,100
267,35,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,765.9,100
268,35,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,710.987,100
269,35,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,636.575,100
270,35,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,604.271,100
271,36,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,850.1730000000001,100
272,36,1.98,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,817.0260000000001,100
273,36,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,844.996,100
274,36,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,795.113,100
275,36,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,730.165,100
276,36,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,601.9480000000001,100
277,37,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,824.95,100
278,37,1.98,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,850.142,100
279,37,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,841.592,100
280,37,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,822.568,100
281,37,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,796.1740000000001,100
282,37,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,729.861,100
283,38,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,318.2,329.3,99,253.7,0,0,0,0,0,0,0,907.8340000000001,100
284,38,1.98,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,318.2,329.3,99,253.7,0,0,0,0,0,0,0,832.416,100
285,38,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,318.2,329.3,99,253.7,0,0,0,0,0,0,0,796.1879999999999,100
286,38,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,318.2,329.3,99,253.7,0,0,0,0,0,0,0,798.482,100
287,38,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,318.2,329.3,99,253.7,0,0,0,0,0,0,0,786.489,100
288,38,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,318.2,329.3,99,253.7,0,0,0,0,0,0,0,744.056,100
289,39,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,555.038,100
290,39,1.98,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,556.99,100
291,39,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,398.00600000000003,100
292,39,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,378.98699999999997,100
293,39,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,334.05,100
294,39,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,369.574,100
295,40,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,783.9820000000001,100
296,40,1.98,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,893.3299999999999,100
297,40,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,794.715,100
298,40,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,707.859,100
299,40,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,644.1129999999999,100
300,40,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,578.988,100
301,41,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,672.364,100
302,41,1.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,646.8770000000001,100
303,41,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,557.7710000000001,100
304,41,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,509.98900000000003,100
305,41,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,499.14000000000004,100
306,41,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,475.499,100
307,42,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,989.765,100
308,42,1.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,866.392,100
309,42,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,855.4999999999999,100
310,42,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,814.7410000000001,100
311,42,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,799.424,100
312,42,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,553.038,100
313,43,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,862.05,100
314,43,1.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,787.984,100
315,43,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,830.472,100
316,43,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,666.7839999999999,100
317,43,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,563.904,100
318,43,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,457.81300000000005,100
319,44,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,781.2739999999999,100
320,44,1.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,778.5989999999999,100
321,44,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,713.5590000000001,100
322,44,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,607.216,100
323,44,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,596.3230000000001,100
324,44,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,520.1250000000001,100
325,45,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,767.2130000000001,100
326,45,1.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,725.7349999999999,100
327,45,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,675.7599999999999,100
328,45,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,559.683,100
329,45,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,616.214,100
330,45,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,522.488,100
331,46,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,831.4050000000001,100
332,46,1.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,823.351,100
