period,obs,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,A_obs,W_obs,E_obs,N_obs,A_unc,W_unc,E_unc,N_unc
21,210,0.8273972602739726,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,497,150,85,268,0,0,0,0,0,0,0,468.84600000000006,42.7,53.80200000000001,288.65200000000004,34.160000000000004,8.540000000000001,17.080000000000002,34.160000000000004
21,211,1.0383561643835617,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,497,150,85,268,0,0,0,0,0,0,0,432.97799999999995,36.477999999999994,54.71699999999999,268.827,31.72,7.93,15.86,31.72
21,212,2,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,497,150,85,268,0,0,0,0,0,0,0,253.44,43.296,22.704,208.56,21.12,5.28,10.56,21.12
22,214,0.8273972602739726,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,173,82,253,0,0,0,0,0,0,0,451.73499999999996,40.915,63.459999999999994,278.89,33.4,8.35,16.7,33.4
22,215,1.0383561643835617,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,173,82,253,0,0,0,0,0,0,0,422.91999999999996,34.919999999999995,53.544,264.616,31.039999999999996,7.759999999999999,15.519999999999998,31.039999999999996
22,216,2,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,492,173,82,253,0,0,0,0,0,0,0,250.056,28.704,54.648,218.592,22.080000000000002,5.5200000000000005,11.040000000000001,22.080000000000002
23,218,0.8273972602739726,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,506,123,84,287,0,0,0,0,0,0,0,438.416,42.4,68.688,298.496,33.92,8.48,16.96,33.92
23,219,1.0383561643835617,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,506,123,84,287,0,0,0,0,0,0,0,401.45,39.525,60.45,273.575,31,7.75,15.5,31
23,220,2,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,506,123,84,287,0,0,0,0,0,0,0,258.52000000000004,26.414,53.952000000000005,223.11400000000003,22.480000000000004,5.620000000000001,11.240000000000002,22.480000000000004
24,222,0.8273972602739726,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,509,82,59,350,0,0,0,0,0,0,0,421.99399999999997,37.766,46.797,314.443,32.839999999999996,8.209999999999999,16.419999999999998,32.839999999999996
24,223,1.0383561643835617,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,509,82,59,350,0,0,0,0,0,0,0,370.512,32.868,44.073,299.547,29.88,7.47,14.94,29.88
24,224,2,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,509,82,59,350,0,0,0,0,0,0,0,233.805,23.435000000000002,45.78,241.98000000000002,21.8,5.45,10.9,21.8
26,236,0.5534246575342465,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,466.12,58.48,68.8,266.6,34.4,8.6,17.2,34.4
26,237,0.8356164383561644,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,380.42699999999996,46.179,57.174,249.22,29.32,7.33,14.66,29.32
26,238,0.958904109589041,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,335.94300000000004,50.151,48.777,252.12900000000002,27.480000000000004,6.870000000000001,13.740000000000002,27.480000000000004
26,239,1.8027397260273972,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,230.036,21.484,46.636,225.84400000000002,20.96,5.24,10.48,20.96
26,240,1.9287671232876713,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,220.038,19.773,45.63,221.559,20.28,5.07,10.14,20.28
26,241,2.547945205479452,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,198.51600000000002,18.174,36.814,212.496,18.64,4.66,9.32,18.64
26,242,2.989041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,165.64800000000002,14.616000000000001,37.758,187.978,16.240000000000002,4.0600000000000005,8.120000000000001,16.240000000000002
26,243,3.526027397260274,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,146.096,19.136,31.28,171.488,14.719999999999999,3.6799999999999997,7.359999999999999,14.719999999999999
26,244,3.96986301369863,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,489,173,87,251,0,0,0,0,0,0,0,121.12499999999999,15.826999999999998,31.007999999999996,155.03999999999996,12.919999999999998,3.2299999999999995,6.459999999999999,12.919999999999998
27,246,0.5534246575342465,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,429.26,54.08,70.98,290.68,33.8,8.45,16.9,33.8
27,247,0.8356164383561644,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,352.495,38.61,60.059999999999995,263.835,28.599999999999998,7.1499999999999995,14.299999999999999,28.599999999999998
27,248,0.958904109589041,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,315.948,42.035999999999994,58.986,261.03,27.119999999999997,6.779999999999999,13.559999999999999,27.119999999999997
27,249,1.8027397260273972,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,213,21.5,44.5,221,20,5,10,20
27,250,1.9287671232876713,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,201.957,19.56,45.966,221.517,19.56,4.89,9.78,19.56
27,251,2.547945205479452,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,182.81599999999997,27.375999999999998,43.616,210.19199999999998,18.56,4.64,9.28,18.56
27,252,2.989041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,161.20000000000002,12.8,39.6,186.4,16,4,8,16
27,253,3.526027397260274,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,137.632,16.896,33.088,164.38400000000001,14.080000000000002,3.5200000000000005,7.040000000000001,14.080000000000002
27,254,3.96986301369863,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,144,84,269,0,0,0,0,0,0,0,109.22399999999998,12.727999999999996,29.007999999999992,145.03999999999996,11.839999999999996,2.959999999999999,5.919999999999998,11.839999999999996
28,256,0.5534246575342465,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,412.58500000000004,51.471000000000004,64.543,288.401,32.68,8.17,16.34,32.68
28,257,0.8356164383561644,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,330.37800000000004,39.729000000000006,56.45700000000001,270.43600000000004,27.880000000000003,6.970000000000001,13.940000000000001,27.880000000000003
28,258,0.958904109589041,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,284.73900000000003,42.042,54.782000000000004,255.437,25.48,6.37,12.74,25.48
28,259,1.8027397260273972,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,202.13,24.157,43.877,222.83599999999998,19.72,4.93,9.86,19.72
28,260,1.9287671232876713,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,188.47,18.33,45.12,218.07999999999998,18.799999999999997,4.699999999999999,9.399999999999999,18.799999999999997
28,261,2.547945205479452,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,170.94,16.38,35.699999999999996,196.98,16.8,4.2,8.4,16.8
28,262,2.989041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,161.568,13.464,39.6,181.368,15.84,3.96,7.92,15.84
28,263,3.526027397260274,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,129.86999999999998,15.443999999999997,36.85499999999999,168.83099999999996,14.039999999999997,3.5099999999999993,7.019999999999999,14.039999999999997
28,264,3.96986301369863,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,503,151,78,268,0,0,0,0,0,0,0,118.90800000000003,15.552000000000003,34.02000000000001,155.52000000000004,12.960000000000003,3.2400000000000007,6.480000000000001,12.960000000000003
29,266,0.5589041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,430.28700000000003,20.709,60.593,255.411,30.68,7.67,15.34,30.68
29,267,0.7835616438356164,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,385.90400000000005,19.224000000000004,55.53600000000001,251.33600000000004,28.480000000000004,7.120000000000001,14.240000000000002,28.480000000000004
29,268,0.9835616438356164,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,291.4,32.86,52.08,243.66,24.8,6.2,12.4,24.8
29,269,1.5534246575342465,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,258.41900000000004,28.652,39.121,224.80800000000002,22.040000000000003,5.510000000000001,11.020000000000001,22.040000000000003
29,270,1.821917808219178,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,241.66400000000002,23.04,39.424,207.872,20.48,5.12,10.24,20.48
29,271,1.9945205479452055,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,213.155,30.656,34.488,200.701,19.16,4.79,9.58,19.16
29,272,2.5506849315068494,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,209.30599999999998,20.151999999999997,30.685999999999996,197.856,18.32,4.58,9.16,18.32
29,273,2.797260273972603,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,189,20.58,31.08,179.34,16.8,4.2,8.4,16.8
29,274,2.9506849315068493,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,179.725,14.615,29.23,171.43,15.8,3.95,7.9,15.8
29,275,3.5671232876712327,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,161.04,17.567999999999998,31.11,156.282,14.64,3.66,7.32,14.64
29,276,3.8164383561643835,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,143.22,15.003999999999998,31.031,151.74499999999998,13.639999999999999,3.4099999999999997,6.819999999999999,13.639999999999999
30,304,0.5589041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,425.125,58.175000000000004,39.38,372.32,35.8,8.95,17.9,35.8
30,305,0.7835616438356164,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,411.028,41.356,37.136,354.48,33.760000000000005,8.440000000000001,16.880000000000003,33.760000000000005
30,306,0.9835616438356164,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,361.08,56.61,33.660000000000004,313.65,30.6,7.65,15.3,30.6
30,307,1.5534246575342465,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,331.07500000000005,56.45700000000001,22.304000000000002,287.16400000000004,27.880000000000003,6.970000000000001,13.940000000000001,27.880000000000003
30,308,1.821917808219178,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,284.82,32.118,21.21,267.852,24.24,6.06,12.12,24.24
30,309,1.9945205479452055,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,254.98200000000003,29.484,22.932000000000002,238.602,21.840000000000003,5.460000000000001,10.920000000000002,21.840000000000003
30,310,2.5506849315068494,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,225.54399999999998,28.072,14.036,216.34799999999998,19.36,4.84,9.68,19.36
30,311,2.797260273972603,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,203.301,21.609,11.907,204.183,17.64,4.41,8.82,17.64
30,312,2.9506849315068493,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,188.74099999999999,18.997999999999998,14.867999999999999,190.393,16.52,4.13,8.26,16.52
30,313,3.5671232876712327,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,170.04,19.5,15.21,185.25,15.600000000000001,3.9000000000000004,7.800000000000001,15.600000000000001
30,314,3.8164383561643835,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,147.31199999999998,14.662999999999998,16.709,162.31599999999997,13.639999999999999,3.4099999999999997,6.819999999999999,13.639999999999999
30,315,3.967123287671233,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,152.397,18.081,19.557,178.965,14.76,3.69,7.38,14.76
31,317,0.5589041095890411,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,412.852,52.033,25.59,362.525,34.12,8.53,17.06,34.12
31,318,0.7835616438356164,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,385.884,42.082,33.348,332.68600000000004,31.76,7.94,15.88,31.76
31,319,0.9835616438356164,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,344.375,43.5,29.724999999999998,307.4,29,7.25,14.5,29
31,320,1.5534246575342465,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,304.308,38.52,16.692,282.48,25.68,6.42,12.84,25.68
31,321,1.821917808219178,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,279.65,29.75,17.849999999999998,267.75,23.799999999999997,5.949999999999999,11.899999999999999,23.799999999999997
31,322,1.9945205479452055,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,256.83899999999994,26.606999999999996,15.746999999999998,243.80699999999996,21.72,5.43,10.86,21.72
31,323,2.5506849315068494,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,231.71,25.636,9.86,225.794,19.72,4.93,9.86,19.72
31,324,2.797260273972603,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,220.424,23.6,12.272,215.704,18.880000000000003,4.720000000000001,9.440000000000001,18.880000000000003
31,325,2.9506849315068493,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,202.244,17.794,9.548,204.414,17.36,4.34,8.68,17.36
31,326,3.5671232876712327,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,178.65,18.262,10.322000000000001,189.76600000000002,15.88,3.97,7.94,15.88
31,327,3.8164383561643835,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,174.148,13.395999999999999,14.971999999999998,191.48399999999998,15.759999999999998,3.9399999999999995,7.879999999999999,15.759999999999998
31,328,3.967123287671233,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,471,147,36,346,0,0,0,0,0,0,0,147.9,17,13.600000000000001,161.5,13.600000000000001,3.4000000000000004,6.800000000000001,13.600000000000001
37,363,0.5780821917808219,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,445.995,46.75,40.205000000000005,402.05,37.400000000000006,9.350000000000001,18.700000000000003,37.400000000000006
37,364,1.010958904109589,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,381.429,39.056999999999995,34.071,376.443,33.239999999999995,8.309999999999999,16.619999999999997,33.239999999999995
37,371,3.580821917808219,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,189.55,22.3,15.164,218.986,17.84,4.46,8.92,17.84
37,372,3.808219178082192,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,474,103,42,381,0,0,0,0,0,0,0,180.19400000000002,18.990000000000002,13.504000000000001,209.312,16.880000000000003,4.220000000000001,8.440000000000001,16.880000000000003
38,438,0.24383561643835616,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,469.192,51.736000000000004,109.71600000000001,261.356,35.68,8.92,17.84,35.68
38,439,0.39452054794520547,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,443.625,39.714999999999996,98.865,262.795,33.8,8.45,16.9,33.8
38,440,0.9917808219178083,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,358.34399999999994,30.995999999999995,88.45199999999998,278.20799999999997,30.239999999999995,7.559999999999999,15.119999999999997,30.239999999999995
38,441,1.2191780821917808,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,331.113,22.496,73.815,275.57599999999996,28.119999999999997,7.029999999999999,14.059999999999999,28.119999999999997
38,442,1.3917808219178083,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,294.052,20.212,69.764,267.97200000000004,26.080000000000002,6.5200000000000005,13.040000000000001,26.080000000000002
40,456,0.2273972602739726,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,508.53900000000004,42.615,83.33600000000001,312.51000000000005,37.88,9.47,18.94,37.88
40,457,0.4,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,514,82,116,288,0,0,0,0,0,0,0,456.144,30.056,88.4,309.4,35.36,8.84,17.68,35.36
43,607,0.7863013698630137,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,401.82,38.48,53.28,246.42,29.6,7.4,14.8,29.6
43,608,0.9780821917808219,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,345.408,30.912000000000003,49.056000000000004,246.62400000000002,26.880000000000003,6.720000000000001,13.440000000000001,26.880000000000003
43,609,1.5561643835616439,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,313.992,29.281,50.463,229.264,24.92,6.23,12.46,24.92
43,610,1.8246575342465754,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,286.192,24.811000000000003,42.69800000000001,223.29900000000004,23.080000000000002,5.7700000000000005,11.540000000000001,23.080000000000002
43,611,1.9945205479452055,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,259.139,25.968000000000004,43.28,212.61300000000003,21.64,5.41,10.82,21.64
43,612,2.5534246575342467,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,238.977,15.03,37.575,209.418,20.04,5.01,10.02,20.04
43,613,2.8054794520547945,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,220.37400000000002,12.012,33.726,195.888,18.48,4.62,9.24,18.48
43,614,2.9534246575342467,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,211.564,14.527999999999999,31.325999999999997,196.582,18.159999999999997,4.539999999999999,9.079999999999998,18.159999999999997
43,616,3.8164383561643835,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,185.07,9.552,29.849999999999998,173.528,15.919999999999998,3.9799999999999995,7.959999999999999,15.919999999999998
43,617,3.967123287671233,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,510,180,90,220,0,0,0,0,0,0,0,190.56900000000002,13.761000000000001,31.275000000000002,181.395,16.68,4.17,8.34,16.68
45,632,0.5561643835616439,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,499,170,94,237,0,0,0,0,0,0,0,448.24,42.238,90.51,281.012,34.48,8.62,17.24,34.48
45,633,0.7863013698630137,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,499,170,94,237,0,0,0,0,0,0,0,443.916,36.784,81.928,273.372,33.44,8.36,16.72,33.44
45,634,0.9780821917808219,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,499,170,94,237,0,0,0,0,0,0,0,408.2,37.68,77.715,261.40500000000003,31.400000000000002,7.8500000000000005,15.700000000000001,31.400000000000002
45,635,1.5561643835616439,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,499,170,94,237,0,0,0,0,0,0,0,359.632,37.128,72.072,259.168,29.119999999999997,7.279999999999999,14.559999999999999,29.119999999999997
45,636,1.8246575342465754,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,499,170,94,237,0,0,0,0,0,0,0,345.5,31.785999999999998,66.336,247.378,27.639999999999997,6.909999999999999,13.819999999999999,27.639999999999997
45,637,1.9945205479452055,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,499,170,94,237,0,0,0,0,0,0,0,309.25999999999993,31.583999999999996,63.82599999999999,253.32999999999996,26.319999999999997,6.579999999999999,13.159999999999998,26.319999999999997
45,640,2.9534246575342467,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,499,170,94,237,0,0,0,0,0,0,0,234.496,17.92,41.984,217.6,20.48,5.12,10.24,20.48
46,645,0.5561643835616439,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,450.98400000000004,51.56600000000001,97.888,273.562,34.96000000000001,8.740000000000002,17.480000000000004,34.96000000000001
46,646,0.7863013698630137,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,409,53.169999999999995,85.07199999999999,270.758,32.72,8.18,16.36,32.72
46,647,0.9780821917808219,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,377.223,53.13,78.936,249.711,30.36,7.59,15.18,30.36
